,message,label,player,special_token_message,match
1289,Ждём,,0,[Team0][Player0]: Ждём,40
1290,Сукааа,,4,[Team0][Player4]: Сукааа,40
1291,изи сука,,4,[Team0][Player4]: изи сука,40
1292,тебе пизда в лейте даун),,5,[Team1][Player0]: тебе пизда в лейте даун),40
1293,посмотрим шмара,x,4,[Team0][Player4]: посмотрим шмара,40
1294,глиномес ебанный,,5,[Team1][Player0]: глиномес ебанный,40
1295,мои спецназовцы найдут тебя)),,9,[Team1][Player4]: мои спецназовцы найдут тебя)),40
1296,),,2,[Team0][Player2]: ),40
1297,хазза,,4,[Team0][Player4]: хазза,40
1298,маны не хватило сларка убить :с,,2,[Team0][Player2]: маны не хватило сларка убить :с,40
1299,блять,,2,[Team0][Player2]: блять,40
1300,да похуй один хуй гг,,2,[Team0][Player2]: да похуй один хуй гг,40
1301,сука команда саппортов,,2,[Team0][Player2]: сука команда саппортов,40
1302,блять,,2,[Team0][Player2]: блять,40
1303,сасалити,,4,[Team0][Player4]: сасалити,40
1304,СУка ядаун,,4,[Team0][Player4]: СУка ядаун,40
1305,найс енафидили,,9,[Team1][Player4]: найс енафидили,40
1306,паджика,,9,[Team1][Player4]: паджика,40
1307,топ свен,,9,[Team1][Player4]: топ свен,40
1308,в конце репорт челик думал зарешает,,9,[Team1][Player4]: в конце репорт челик думал зарешает,40
1309,я даже свена в соло убил :з,,2,[Team0][Player2]: я даже свена в соло убил :з,40
1310,СУкааааа,,4,[Team0][Player4]: СУкааааа,40
1311,кек),,9,[Team1][Player4]: кек),40
1312,саппорт блять,,2,[Team0][Player2]: саппорт блять,40
1313,Жри говно хуила,x,6,[Team1][Player1]: Жри говно хуила,40
1314,у меня пинг был,,6,[Team1][Player1]: у меня пинг был,40
1315,700,,6,[Team1][Player1]: 700,40
1316,омник еще с радиком мм,,2,[Team0][Player2]: омник еще с радиком мм,40
1317,ебать еще и вварды покупаю,,9,[Team1][Player4]: ебать еще и вварды покупаю,40
1318,прост омусорка тут,,9,[Team1][Player4]: прост омусорка тут,40
1319,срарк вродь норм,,9,[Team1][Player4]: срарк вродь норм,40
1320,гг свену и цм по репорту,,9,[Team1][Player4]: гг свену и цм по репорту,40
1321,да в трон ту тпиздец просто,,9,[Team1][Player4]: да в трон ту тпиздец просто,40
1322,Чёта изи,,4,[Team0][Player4]: Чёта изи,40
1323,Ez,,0,[Team0][Player0]: Ez,40
1324,https://www.twitch.tv/grafdekent,,0,[Team0][Player0]: https://www.twitch.tv/grafdekent,40
1325,с такими тиммейтами,,9,[Team1][Player4]: с такими тиммейтами,40
1326,wait a sec please,,8,[Team1][Player3]: wait a sec please,20
1327,What are you doing in my smoke,,4,[Team0][Player4]: What are you doing in my smoke,20
1328,what are you doing in my smoke,,4,[Team0][Player4]: what are you doing in my smoke,20
1329,GG,,4,[Team0][Player4]: GG,20
1330,well done,,5,[Team1][Player0]: well done,20
1331,ggwp,,8,[Team1][Player3]: ggwp,20
1332,GG,,0,[Team0][Player0]: GG,20
1333,t,,8,[Team1][Player3]: t,20
1334,gg,,6,[Team1][Player1]: gg,20
1335,that rioki pick,,8,[Team1][Player3]: that rioki pick,20
1336,gg,,2,[Team0][Player2]: gg,88
1337,sana,,3,[Team0][Player3]: sana,88
1338,GG,,4,[Team0][Player4]: GG,88
1339,nooooo,,8,[Team1][Player3]: nooooo,88
1340,GG,,0,[Team0][Player0]: GG,88
1341,END FAST,,4,[Team0][Player4]: END FAST,88
1342,GG,,0,[Team0][Player0]: GG,88
1343,Almost,,8,[Team1][Player3]: Almost,88
1344,PRO TEAM,,4,[Team0][Player4]: PRO TEAM,88
1345,i pro,,8,[Team1][Player3]: i pro,88
1346,SAD,,0,[Team0][Player0]: SAD,88
1347,GG,,0,[Team0][Player0]: GG,88
1348,EZ,,0,[Team0][Player0]: EZ,88
1349,ez,,2,[Team0][Player2]: ez,88
1350,EZ,,0,[Team0][Player0]: EZ,88
1351,ez,,2,[Team0][Player2]: ez,88
1352,EZ,,0,[Team0][Player0]: EZ,88
1353,ez,,2,[Team0][Player2]: ez,88
1354,ez,,2,[Team0][Player2]: ez,88
1355,ez,,2,[Team0][Player2]: ez,88
1356,ez,,2,[Team0][Player2]: ez,88
1357,|USELEES,,4,[Team0][Player4]: |USELEES,88
1358,HAHA,,0,[Team0][Player0]: HAHA,88
1359,emd,,2,[Team0][Player2]: emd,88
1360,GG,,4,[Team0][Player4]: GG,88
1361,end,,2,[Team0][Player2]: end,88
1362,wag,,2,[Team0][Player2]: wag,88
1363,GG,,4,[Team0][Player4]: GG,88
1364,wawg,,2,[Team0][Player2]: wawg,88
1365,gg commend,,8,[Team1][Player3]: gg commend,88
1366,лол,,0,[Team0][Player0]: лол,37
1367,д не нажалась,,0,[Team0][Player0]: д не нажалась,37
1368,не покупайте батарейки дюрасел,,0,[Team0][Player0]: не покупайте батарейки дюрасел,37
1369,ебанная хуита,,0,[Team0][Player0]: ебанная хуита,37
1370,2 недели и мышка уже тупит,,0,[Team0][Player0]: 2 недели и мышка уже тупит,37
1371,ggg,,9,[Team1][Player4]: ggg,37
1372,спс,,0,[Team0][Player0]: спс,37
1373,can u all,,9,[Team1][Player4]: can u all,37
1374,Report jugger,,9,[Team1][Player4]: Report jugger,37
1375,pls,,9,[Team1][Player4]: pls,37
1376,we was roshin,,9,[Team1][Player4]: we was roshin,37
1377,he farm your camps,,9,[Team1][Player4]: he farm your camps,37
1378,throne,,7,[Team1][Player2]: throne,37
1379,АЗАХАХАА,,4,[Team0][Player4]: АЗАХАХАА,37
1380,АХАХХААХА,,4,[Team0][Player4]: АХАХХААХА,37
1381,хахахах,,0,[Team0][Player0]: хахахах,37
1382,ХАХАХААХ,,4,[Team0][Player4]: ХАХАХААХ,37
1383,jugger,,9,[Team1][Player4]: jugger,37
1384,has the 20 minutes items,,9,[Team1][Player4]: has the 20 minutes items,37
1385,ok end mid,,5,[Team1][Player0]: ok end mid,37
1386,he broke items,,5,[Team1][Player0]: he broke items,37
1387,ryl?,,0,[Team0][Player0]: ryl?,37
1388,who,,3,[Team0][Player3]: who,37
1389,y,,5,[Team1][Player0]: y,37
1390,You think you can win?),,0,[Team0][Player0]: You think you can win?),37
1391,sd?,,3,[Team0][Player3]: sd?,37
1392,its worth x9 reports jugger,,5,[Team1][Player0]: its worth x9 reports jugger,37
1393,he didnt want to win,,5,[Team1][Player0]: he didnt want to win,37
1394,if u have a brain u report jugger,,9,[Team1][Player4]: if u have a brain u report jugger,37
1395,ye jugger farm so slowly,,0,[Team0][Player0]: ye jugger farm so slowly,37
1396,travel,,9,[Team1][Player4]: travel,37
1397,jugger,,9,[Team1][Player4]: jugger,37
1398,that puck,,3,[Team0][Player3]: that puck,37
1399,even tilt me,,3,[Team0][Player3]: even tilt me,37
1400,how u can see this,,3,[Team0][Player3]: how u can see this,37
1401,bitch,,0,[Team0][Player0]: bitch,37
1402,lost all skils,,0,[Team0][Player0]: lost all skils,37
1403,to kill puck,,0,[Team0][Player0]: to kill puck,37
1404,9 report,,9,[Team1][Player4]: 9 report,37
1405,to jugge,,9,[Team1][Player4]: to jugge,37
1406,pls,,9,[Team1][Player4]: pls,37
1407,he let u win this game,,9,[Team1][Player4]: he let u win this game,37
1408,gege,,7,[Team1][Player2]: gege,37
1409,useless bh lost gme,,0,[Team0][Player0]: useless bh lost gme,37
1410,intentionally,,9,[Team1][Player4]: intentionally,37
1411,doesnt?,,0,[Team0][Player0]: doesnt?,37
1412,hello,,9,[Team1][Player4]: hello,37
1413,u saw,,9,[Team1][Player4]: u saw,37
1414,rosh gp,,9,[Team1][Player4]: rosh gp,37
1415,hp,,9,[Team1][Player4]: hp,37
1416,Gg jugger,,5,[Team1][Player0]: Gg jugger,37
1417,X9,,5,[Team1][Player0]: X9,37
1418,when u got it,,9,[Team1][Player4]: when u got it,37
1419,ty,,5,[Team1][Player0]: ty,37
1420,gg jugger,,6,[Team1][Player1]: gg jugger,37
1421,END,,5,[Team1][Player0]: END,43
1422,IM DONE,,5,[Team1][Player0]: IM DONE,43
1423,GGWP,,5,[Team1][Player0]: GGWP,43
1424,End again?,,4,[Team0][Player4]: End again?,43
1425,go end,,0,[Team0][Player0]: go end,43
1426,straight,,5,[Team1][Player0]: straight,43
1427,NOOB,,5,[Team1][Player0]: NOOB,43
1428,?,,4,[Team0][Player4]: ?,43
1429,NOOB,,5,[Team1][Player0]: NOOB,43
1430,HAHAHA,,5,[Team1][Player0]: HAHAHA,43
1431,lol,,4,[Team0][Player4]: lol,43
1432,just spp,,4,[Team0][Player4]: just spp,43
1433,i care?,,4,[Team0][Player4]: i care?,43
1434,idiot,,4,[Team0][Player4]: idiot,43
1435,nice fed,,5,[Team1][Player0]: nice fed,43
1436,u talk about urself?,,4,[Team0][Player4]: u talk about urself?,43
1437,HEY,,5,[Team1][Player0]: HEY,43
1438,HEY,,5,[Team1][Player0]: HEY,43
1439,i just solo killed your carry,,5,[Team1][Player0]: i just solo killed your carry,43
1440,this game is over,,5,[Team1][Player0]: this game is over,43
1441,?,,4,[Team0][Player4]: ?,43
1442,i also kill,,1,[Team0][Player1]: i also kill,43
1443,u mean ur mun over?,,4,[Team0][Player4]: u mean ur mun over?,43
1444,hhaha,,4,[Team0][Player4]: hhaha,43
1445,ez to kill,,1,[Team0][Player1]: ez to kill,43
1446,eat that,,5,[Team1][Player0]: eat that,43
1447,eat that arrow biatch,x,5,[Team1][Player0]: eat that arrow biatch,43
1448,see?,,1,[Team0][Player1]: see?,43
1449,ur carry?,,2,[Team0][Player2]: ur carry?,43
1450,haha,,4,[Team0][Player4]: haha,43
1451,who cares,,5,[Team1][Player0]: who cares,43
1452,ur carry,,4,[Team0][Player4]: ur carry,43
1453,im solo player,,5,[Team1][Player0]: im solo player,43
1454,lol,,6,[Team1][Player1]: lol,43
1455,fucking idiot,x,4,[Team0][Player4]: fucking idiot,43
1456,wow doom,,9,[Team1][Player4]: wow doom,43
1457,im not usually rely on my carry,,5,[Team1][Player0]: im not usually rely on my carry,43
1458,like u,,4,[Team0][Player4]: like u,43
1459,i dont usually,,5,[Team1][Player0]: i dont usually,43
1460,rely,,5,[Team1][Player0]: rely,43
1461,haha,,9,[Team1][Player4]: haha,43
1462,?,,6,[Team1][Player1]: ?,43
1463,?,,6,[Team1][Player1]: ?,43
1464,HAHAHAHA,,5,[Team1][Player0]: HAHAHAHA,43
1465,?,,6,[Team1][Player1]: ?,43
1466,?,,9,[Team1][Player4]: ?,43
1467,haha,,1,[Team0][Player1]: haha,43
1468,?,,9,[Team1][Player4]: ?,43
1469,rofl,,2,[Team0][Player2]: rofl,43
1470,?,,6,[Team1][Player1]: ?,43
1471,?,,9,[Team1][Player4]: ?,43
1472,?,,6,[Team1][Player1]: ?,43
1473,hahahaha,,5,[Team1][Player0]: hahahaha,43
1474,?,,9,[Team1][Player4]: ?,43
1475,?,,6,[Team1][Player1]: ?,43
1476,?,,9,[Team1][Player4]: ?,43
1477,retarded sea asia,x,0,[Team0][Player0]: retarded sea asia,43
1478,?,,6,[Team1][Player1]: ?,43
1479,noob doom,,5,[Team1][Player0]: noob doom,43
1480,?,,9,[Team1][Player4]: ?,43
1481,?,,6,[Team1][Player1]: ?,43
1482,?,,9,[Team1][Player4]: ?,43
1483,?,,6,[Team1][Player1]: ?,43
1484,WAHAHAHAHA,,5,[Team1][Player0]: WAHAHAHAHA,43
1485,?,,9,[Team1][Player4]: ?,43
1486,?,,6,[Team1][Player1]: ?,43
1487,?,,9,[Team1][Player4]: ?,43
1488,?,,9,[Team1][Player4]: ?,43
1489,?,,6,[Team1][Player1]: ?,43
1490,hahaha,,1,[Team0][Player1]: hahaha,43
1491,?,,6,[Team1][Player1]: ?,43
1492,NOOB DOOM OMG,,5,[Team1][Player0]: NOOB DOOM OMG,43
1493,haha,,4,[Team0][Player4]: haha,43
1494,sea,,4,[Team0][Player4]: sea,43
1495,trash,,4,[Team0][Player4]: trash,43
1496,its okay,,1,[Team0][Player1]: its okay,43
1497,ITS NOT,,5,[Team1][Player0]: ITS NOT,43
1498,DONT LIE,,5,[Team1][Player0]: DONT LIE,43
1499,bro,,5,[Team1][Player0]: bro,43
1500,IM SO GOOD,,5,[Team1][Player0]: IM SO GOOD,43
1501,im done,,5,[Team1][Player0]: im done,43
1502,so good,,4,[Team0][Player4]: so good,43
1503,let them endf,,5,[Team1][Player0]: let them endf,43
1504,Ahhaahahhaahaha,,0,[Team0][Player0]: Ahhaahahhaahaha,43
1505,lels,,1,[Team0][Player1]: lels,43
1506,im so done,,5,[Team1][Player0]: im so done,43
1507,ahahahahahahahahah,,0,[Team0][Player0]: ahahahahahahahahah,43
1508,mirana so good,,4,[Team0][Player4]: mirana so good,43
1509,let the world end now,,5,[Team1][Player0]: let the world end now,43
1510,IT MATTERS NOT TO ME,,5,[Team1][Player0]: IT MATTERS NOT TO ME,43
1511,hehe,,2,[Team0][Player2]: hehe,43
1512,arrow lord,,5,[Team1][Player0]: arrow lord,43
1513,gg,,5,[Team1][Player0]: gg,43
1514,SO GOOD,,5,[Team1][Player0]: SO GOOD,43
1515,OFFLANE GOD,,5,[Team1][Player0]: OFFLANE GOD,43
1516,tiny mid,,1,[Team0][Player1]: tiny mid,43
1517,0-2 max 3rd,,1,[Team0][Player1]: 0-2 max 3rd,43
1518,his mid but max his 3rd,,1,[Team0][Player1]: his mid but max his 3rd,43
1519,I REKT YOUR CARRY 2V1,,5,[Team1][Player0]: I REKT YOUR CARRY 2V1,43
1520,HOW BOUT THAT,,5,[Team1][Player0]: HOW BOUT THAT,43
1521,i rekt you,,1,[Team0][Player1]: i rekt you,43
1522,solo kill,,1,[Team0][Player1]: solo kill,43
1523,BASIC HERO PICKER,,5,[Team1][Player0]: BASIC HERO PICKER,43
1524,SHAME ON YOU,,5,[Team1][Player0]: SHAME ON YOU,43
1525,lels,,1,[Team0][Player1]: lels,43
1526,TAHTS IT,,5,[Team1][Player0]: TAHTS IT,43
1527,gg,,5,[Team1][Player0]: gg,43
1528,hah,,5,[Team1][Player0]: hah,43
1529,hahahaha,,5,[Team1][Player0]: hahahaha,43
1530,haha,,9,[Team1][Player4]: haha,43
1531,HAHAH,,6,[Team1][Player1]: HAHAH,43
1532,hahahahahahahaha,,5,[Team1][Player0]: hahahahahahahaha,43
1533,HAHAHA,,6,[Team1][Player1]: HAHAHA,43
1534,iyak,,6,[Team1][Player1]: iyak,43
1535,HAHAHA,,5,[Team1][Player0]: HAHAHA,43
1536,nice assist,,5,[Team1][Player0]: nice assist,43
1537,hahaha,,5,[Team1][Player0]: hahaha,43
1538,katis,,9,[Team1][Player4]: katis,43
1539,dis game so fucking hard,,0,[Team0][Player0]: dis game so fucking hard,43
1540,for me,,0,[Team0][Player0]: for me,43
1541,GG,,5,[Team1][Player0]: GG,43
1542,ez kill,,1,[Team0][Player1]: ez kill,43
1543,rofl,,2,[Team0][Player2]: rofl,43
1544,rofl,,2,[Team0][Player2]: rofl,43
1545,juke,,2,[Team0][Player2]: juke,43
1546,e ano ngayon?,,1,[Team0][Player1]: e ano ngayon?,43
1547,wal wal ka pala eh,,1,[Team0][Player1]: wal wal ka pala eh,43
1548,GGWP,,5,[Team1][Player0]: GGWP,43
1549,ano?,,1,[Team0][Player1]: ano?,43
1550,lol,,4,[Team0][Player4]: lol,43
1551,mirana,,4,[Team0][Player4]: mirana,43
1552,u so good,,4,[Team0][Player4]: u so good,43
1553,at trash,,4,[Team0][Player4]: at trash,43
1554,Aahahahahahahahhaa,,0,[Team0][Player0]: Aahahahahahahahhaa,43
1555,hehe,,2,[Team0][Player2]: hehe,43
1556,mirana,,2,[Team0][Player2]: mirana,43
1557,mirana wants,,0,[Team0][Player0]: mirana wants,43
1558,ur carry solo killl,,2,[Team0][Player2]: ur carry solo killl,43
1559,stop talking,,5,[Team1][Player0]: stop talking,43
1560,?,,2,[Team0][Player2]: ?,43
1561,carry,,0,[Team0][Player0]: carry,43
1562,tell me?,,2,[Team0][Player2]: tell me?,43
1563,lel jug,,1,[Team0][Player1]: lel jug,43
1564,haha,,4,[Team0][Player4]: haha,43
1565,tell me?,,2,[Team0][Player2]: tell me?,43
1566,im done talking,,5,[Team1][Player0]: im done talking,43
1567,why stop,,4,[Team0][Player4]: why stop,43
1568,talk abit,,4,[Team0][Player4]: talk abit,43
1569,you can end it now,,5,[Team1][Player0]: you can end it now,43
1570,why end,,4,[Team0][Player4]: why end,43
1571,salita pa,,1,[Team0][Player1]: salita pa,43
1572,rofl,,2,[Team0][Player2]: rofl,43
1573,ulol,,1,[Team0][Player1]: ulol,43
1574,u offlane god,,4,[Team0][Player4]: u offlane god,43
1575,end it now?,,2,[Team0][Player2]: end it now?,43
1576,rofl,,2,[Team0][Player2]: rofl,43
1577,bolok mo naman pala eh,,1,[Team0][Player1]: bolok mo naman pala eh,43
1578,hi offlane god,,4,[Team0][Player4]: hi offlane god,43
1579,rofl,,2,[Team0][Player2]: rofl,43
1580,OMG,,5,[Team1][Player0]: OMG,43
1581,takbo,,1,[Team0][Player1]: takbo,43
1582,IM DONE,,5,[Team1][Player0]: IM DONE,43
1583,rofl,,2,[Team0][Player2]: rofl,43
1584,bat tatakbo pa?,,1,[Team0][Player1]: bat tatakbo pa?,43
1585,rofl,,2,[Team0][Player2]: rofl,43
1586,rofl,,2,[Team0][Player2]: rofl,43
1587,rofl,,2,[Team0][Player2]: rofl,43
1588,OFFLANE GOD <3,,4,[Team0][Player4]: OFFLANE GOD <3,43
1589,BAT KAPA BA TATAKBO?,,1,[Team0][Player1]: BAT KAPA BA TATAKBO?,43
1590,hee?,,2,[Team0][Player2]: hee?,43
1591,hehe?,,2,[Team0][Player2]: hehe?,43
1592,can talk now?,,2,[Team0][Player2]: can talk now?,43
1593,hehe?,,2,[Team0][Player2]: hehe?,43
1594,WAW,,1,[Team0][Player1]: WAW,43
1595,wow,,2,[Team0][Player2]: wow,43
1596,comeback,,2,[Team0][Player2]: comeback,43
1597,end na,,1,[Team0][Player1]: end na,43
1598,mirana,,4,[Team0][Player4]: mirana,43
1599,talo na kami,,1,[Team0][Player1]: talo na kami,43
1600,u done?,,4,[Team0][Player4]: u done?,43
1601,hahaha,,4,[Team0][Player4]: hahaha,43
1602,yeah im done,,1,[Team0][Player1]: yeah im done,43
1603,wow arrow god,,4,[Team0][Player4]: wow arrow god,43
1604,hehe,,2,[Team0][Player2]: hehe,43
1605,hopeless Opus doto bestt arrow doto,,4,[Team0][Player4]: hopeless Opus doto bestt arrow doto,43
1606,rofl,,2,[Team0][Player2]: rofl,43
1607,hahaha,,2,[Team0][Player2]: hahaha,43
1608,ez,,2,[Team0][Player2]: ez,43
1609,nobos,,2,[Team0][Player2]: nobos,43
1610,offlane god,,4,[Team0][Player4]: offlane god,43
1611,noob team,,5,[Team1][Player0]: noob team,43
1612,GG,,5,[Team1][Player0]: GG,43
1613,<3,,4,[Team0][Player4]: <3,43
1614,bad idea,,8,[Team1][Player3]: bad idea,86
